ID,MEMBER,"TRANSACTION TYPE","WALLET TYPE",VALUE,DESCRIPTION,DATE
1149,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-18 14:40:46"
1150,Worldbest,EARNING,Cash,87.5,"Indirect Referral Bonus From GreatGod","2024-09-18 14:40:46"
1151,Zenny,EARNING,Cash,875,"Indirect Referral Bonus From GreatGod","2024-09-18 14:40:46"
1152,BCM03,EARNING,Cash,87.5,"Indirect Referral Bonus From GreatGod","2024-09-18 14:40:46"
1153,Annie,EARNING,Cash,525,"Indirect Referral Bonus From GreatGod","2024-09-18 14:40:46"
1154,Kemsy,EARNING,Cash,87.5,"Indirect Referral Bonus From GreatGod","2024-09-18 14:40:46"
1155,Zenny,EARNING,Cash,350,"Indirect Referral Bonus From GreatGod","2024-09-18 14:40:46"
1156,Zenny,EARNING,Cash,6125,"Direct Referral Bonus From GreatGod","2024-09-18 14:40:46"
1157,Zenny,EARNING,Cash,7000,"Team Bonus Earnings From Level 3 - GreatGod","2024-09-18 14:39:52"
1158,BCM3,EARNING,Cash,87.5,"Indirect Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1159,Worldbest,EARNING,Cash,87.5,"Indirect Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1160,Zenny,EARNING,Cash,875,"Indirect Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1161,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-18 14:29:55"
1162,BCM03,EARNING,Cash,87.5,"Indirect Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1163,Zenny,EARNING,Cash,525,"Indirect Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1164,Kemsy,EARNING,Cash,87.5,"Indirect Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1165,Areekecrown,EARNING,Cash,350,"Indirect Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1166,Zenny,EARNING,Cash,6125,"Direct Referral Bonus From Wealthysaint","2024-09-18 14:29:55"
1167,Zenny,EARNING,Cash,7000,"Team Bonus Earnings From Level 2 - Wealthysaint","2024-09-18 14:29:05"
1168,Smartceo,EARNING,Cash,5625,"Indirect Referral Bonus From LARRICO","2024-09-18 14:11:56"
1169,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-18 14:11:56"
1170,BCM03,EARNING,Cash,562.5,"Indirect Referral Bonus From LARRICO","2024-09-18 14:11:56"
1171,Zenny,EARNING,Cash,3375,"Indirect Referral Bonus From LARRICO","2024-09-18 14:11:56"
1172,Kemsy,EARNING,Cash,562.5,"Indirect Referral Bonus From LARRICO","2024-09-18 14:11:56"
1173,Areekecrown,EARNING,Cash,2250,"Indirect Referral Bonus From LARRICO","2024-09-18 14:11:56"
1174,Smartceo,EARNING,Cash,39375,"Direct Referral Bonus From LARRICO","2024-09-18 14:11:56"
1175,BCM3,EARNING,Cash,562.5,"Indirect Referral Bonus From LARRICO","2024-09-18 14:11:56"
1176,Worldbest,EARNING,Cash,562.5,"Indirect Referral Bonus From LARRICO","2024-09-18 14:11:56"
1177,Excellence,EARNING,Cash,2625,"Direct Referral Bonus From Fancygloblal","2024-09-18 10:43:21"
1178,BCM3,EARNING,Cash,37.5,"Indirect Referral Bonus From Fancygloblal","2024-09-18 10:43:21"
1179,Worldbest,EARNING,Cash,37.5,"Indirect Referral Bonus From Fancygloblal","2024-09-18 10:43:21"
1180,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-18 10:43:21"
1181,BCM03,EARNING,Cash,37.5,"Indirect Referral Bonus From Fancygloblal","2024-09-18 10:43:21"
1182,Excellence,EARNING,Cash,375,"Indirect Referral Bonus From Fancygloblal","2024-09-18 10:43:21"
1183,Kemsy,EARNING,Cash,37.5,"Indirect Referral Bonus From Fancygloblal","2024-09-18 10:43:21"
1184,Mlmqueen,EARNING,Cash,225,"Indirect Referral Bonus From Fancygloblal","2024-09-18 10:43:21"
1185,Amygold01,EARNING,Cash,5000,"Team Bonus Earnings From Level 4 - Fancygloblal","2024-09-18 10:42:30"
1186,BCM1,EARNING,Cash,1800,"Restock Commission From Jaylade Essentials","2024-09-18 01:19:38"
1187,BCM1,EARNING,Cash,1800,"Restock Commission From Jaylade Essentials","2024-09-18 01:13:40"
1188,"Jaylade Essentials",EARNING,Cash,18000,"Restock Commission From Jaylade Essentials","2024-09-18 01:04:39"
1189,Faithtiti,EARNING,Cash,360,"Stockist Sponsor Commission FromJaylade Essentials","2024-09-18 01:04:39"
1190,BCM1,EARNING,Cash,10800,"Restock Commission From Jaylade Essentials","2024-09-18 01:04:39"
1191,Moredollars02,EARNING,Cash,150,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1192,Jennychuks01,EARNING,Cash,2625,"Direct Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1193,Flourishoasis,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1194,Gedonigram,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1195,Jennychuks01,EARNING,Cash,375,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1196,Worldbest,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1197,Favour,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1198,Gloryikono,EARNING,Cash,225,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1199,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-17 19:45:10"
1200,scentsbymimi,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks02","2024-09-17 19:45:10"
1201,Flourishoasis,EARNING,Cash,5000,"Team Bonus Earnings From Level 8 - Jennychuks02","2024-09-17 19:44:15"
1202,BCM03,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1203,scentsbymimi,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1204,mercydollars01,EARNING,Cash,150,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1205,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-17 19:42:30"
1206,Flourishoasis,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1207,Gedonigram,EARNING,Cash,75,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1208,Gloryikono,EARNING,Cash,375,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1209,Worldbest,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1210,Favour,EARNING,Cash,37.5,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1211,Moredollars02,EARNING,Cash,225,"Indirect Referral Bonus From Jennychuks01","2024-09-17 19:42:30"
1212,Gloryikono,EARNING,Cash,2625,"Direct Referral Bonus From Jennychuks01","2024-09-17 19:42:29"
1213,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-17 13:55:55"
1214,Worldbest,EARNING,Cash,37.5,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1215,Globalaidee,EARNING,Cash,75,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1216,Asangusung,EARNING,Cash,2625,"Direct Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1217,BCM03,EARNING,Cash,37.5,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1218,SuccessQueen,EARNING,Cash,37.5,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1219,Asangusung,EARNING,Cash,375,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1220,Kemsy,EARNING,Cash,37.5,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1221,Flourishoasis,EARNING,Cash,37.5,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1222,Dizahlove,EARNING,Cash,225,"Indirect Referral Bonus From Wealthyking","2024-09-17 13:55:55"
1223,Bigglo,EARNING,Cash,210,"Indirect Referral Bonus From Nze1","2024-09-17 13:52:23"
1224,BCM3,EARNING,Cash,35,"Indirect Referral Bonus From Nze1","2024-09-17 13:52:23"
1225,royalblood35,EARNING,Cash,2450,"Direct Referral Bonus From Nze1","2024-09-17 13:52:23"
1226,BCM1,EARNING,Cash,35,"Indirect Referral Bonus From Nze1","2024-09-17 13:52:23"
1227,Franklin,EARNING,Cash,140,"Indirect Referral Bonus From Nze1","2024-09-17 13:52:23"
1228,royalblood35,EARNING,Cash,350,"Indirect Referral Bonus From Nze1","2024-09-17 13:52:23"
1229,Kemsy,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-17 13:52:23"
1230,Kemsy,EARNING,Cash,70,"Indirect Referral Bonus From Nze1","2024-09-17 13:52:23"
1231,Flourishoasis,EARNING,Cash,37.5,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1232,Dizahlove,EARNING,Cash,225,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1233,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-17 13:50:10"
1234,Worldbest,EARNING,Cash,37.5,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1235,Globalaidee,EARNING,Cash,75,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1236,Asangusung,EARNING,Cash,2625,"Direct Referral Bonus From Patosky001","2024-09-17 13:50:10"
1237,BCM03,EARNING,Cash,37.5,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1238,SuccessQueen,EARNING,Cash,37.5,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1239,Asangusung,EARNING,Cash,375,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1240,Kemsy,EARNING,Cash,37.5,"Indirect Referral Bonus From Patosky001","2024-09-17 13:50:10"
1241,Worldbest,EARNING,Cash,6125,"Direct Referral Bonus From Asangusung","2024-09-17 13:48:13"
1242,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-17 13:48:13"
1243,BCM03,EARNING,Cash,87.5,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1244,SuccessQueen,EARNING,Cash,175,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1245,Worldbest,EARNING,Cash,1050,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1246,Kemsy,EARNING,Cash,87.5,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1247,Flourishoasis,EARNING,Cash,87.5,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1248,Adishome,EARNING,Cash,525,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1249,BCM3,EARNING,Cash,87.5,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1250,Worldbest,EARNING,Cash,87.5,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1251,Globalaidee,EARNING,Cash,350,"Indirect Referral Bonus From Asangusung","2024-09-17 13:48:13"
1252,BCM3,EARNING,Cash,70,"Indirect Referral Bonus From royalblood35","2024-09-17 11:31:24"
1253,Kemsy,EARNING,Cash,420,"Indirect Referral Bonus From royalblood35","2024-09-17 11:31:24"
1254,BCM1,EARNING,Cash,35,"Indirect Referral Bonus From royalblood35","2024-09-17 11:31:24"
1255,Franklin,EARNING,Cash,210,"Indirect Referral Bonus From royalblood35","2024-09-17 11:31:24"
1256,Kemsy,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-17 11:31:24"
1257,Kemsy,EARNING,Cash,140,"Indirect Referral Bonus From royalblood35","2024-09-17 11:31:24"
1258,Kemsy,EARNING,Cash,2450,"Direct Referral Bonus From royalblood35","2024-09-17 11:31:24"
1259,Beke311311,EARNING,Cash,750,"10% instant cash back on product puchased from Re-purchase store","2024-09-17 07:02:05"
1260,Moredollars02,EARNING,Cash,750,"10% instant cash back on product puchased from Re-purchase store","2024-09-17 04:02:51"
1261,BCM1,DEBIT,Cash,500,"Withdrawal Charges","2024-09-17 01:34:18"
1262,BCM1,DEBIT,Cash,9500,"Withdrawal Request","2024-09-17 01:34:18"
1263,BCM1,DEBIT,Cash,9500,"Withdrawal Request","2024-09-17 01:31:55"
1264,BCM1,DEBIT,Cash,500,"Withdrawal Charges","2024-09-17 01:31:55"
1265,BCM1,DEBIT,Cash,5251.6,"Withdrawal Charges","2024-09-17 01:18:38"
1266,BCM1,DEBIT,Cash,99780.4,"Withdrawal Request","2024-09-17 01:18:38"
1267,BCM1,DEBIT,Cash,500,"Withdrawal Charges","2024-09-17 01:01:52"
1268,BCM1,DEBIT,Cash,9500,"Withdrawal Request","2024-09-17 01:01:52"
1269,BCM1,DEBIT,Cash,10102.3,"Withdrawal Request","2024-09-17 00:58:12"
1270,BCM1,DEBIT,Cash,531.7,"Withdrawal Charges","2024-09-17 00:58:12"
1271,BCM1,DEBIT,Cash,500,"Withdrawal Charges","2024-09-17 00:49:42"
1272,BCM1,DEBIT,Cash,9500,"Withdrawal Request","2024-09-17 00:49:42"
1273,scentsbymimi,EARNING,Cash,375,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1274,mercydollars01,EARNING,Cash,1875,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1275,Kemsy,EARNING,Cash,187.5,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1276,Flourishoasis,EARNING,Cash,187.5,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1277,Gedonigram,EARNING,Cash,1125,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1278,BCM3,EARNING,Cash,187.5,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1279,Worldbest,EARNING,Cash,187.5,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1280,Favour,EARNING,Cash,750,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1281,mercydollars01,EARNING,Cash,13125,"Direct Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1282,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-16 22:05:32"
1283,BCM03,EARNING,Cash,187.5,"Indirect Referral Bonus From Moredollars02","2024-09-16 22:05:32"
1284,"BEMI 3",DEBIT,Cash,475,"Withdrawal Charges","2024-09-16 19:44:19"
1285,"BEMI 3",DEBIT,Cash,9025,"Withdrawal Request","2024-09-16 19:44:19"
1286,"BEMI 2",DEBIT,Cash,400,"Withdrawal Charges","2024-09-16 19:40:11"
1287,"BEMI 2",DEBIT,Cash,7600,"Withdrawal Request","2024-09-16 19:40:11"
1288,BigT,DEBIT,Cash,5150,"Withdrawal Charges","2024-09-16 19:33:27"
1289,BigT,DEBIT,Cash,97850,"Withdrawal Request","2024-09-16 19:33:27"
1290,BEMI,DEBIT,Cash,237500,"Withdrawal Request","2024-09-16 19:27:25"
1291,BEMI,DEBIT,Cash,12500,"Withdrawal Charges","2024-09-16 19:27:25"
1292,Kemsy,EARNING,Cash,37.5,"Indirect Referral Bonus From BOSSTRIBE","2024-09-16 18:05:46"
1293,GreatGrace,EARNING,Cash,37.5,"Indirect Referral Bonus From BOSSTRIBE","2024-09-16 18:05:46"
1294,Amygold,EARNING,Cash,2625,"Direct Referral Bonus From BOSSTRIBE","2024-09-16 18:05:46"
1295,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-16 18:05:46"
1296,Worldbest,EARNING,Cash,37.5,"Indirect Referral Bonus From BOSSTRIBE","2024-09-16 18:05:46"
1297,Amygold,EARNING,Cash,375,"Indirect Referral Bonus From BOSSTRIBE","2024-09-16 18:05:46"
1298,BCM03,EARNING,Cash,37.5,"Indirect Referral Bonus From BOSSTRIBE","2024-09-16 18:05:46"
1299,Divinelywealthy,EARNING,Cash,225,"Indirect Referral Bonus From BOSSTRIBE","2024-09-16 18:05:46"
1300,BCM3,EARNING,Cash,52.5,"Indirect Referral Bonus From Amygold01","2024-09-16 13:34:28"
1301,Worldbest,EARNING,Cash,210,"Indirect Referral Bonus From Amygold01","2024-09-16 13:34:28"
1302,Amygold,EARNING,Cash,3675,"Direct Referral Bonus From Amygold01","2024-09-16 13:34:28"
1303,BCM1,EARNING,Cash,52.5,"Indirect Referral Bonus From Amygold01","2024-09-16 13:34:28"
1304,BCM03,EARNING,Cash,105,"Indirect Referral Bonus From Amygold01","2024-09-16 13:34:28"
1305,Amygold,EARNING,Cash,525,"Indirect Referral Bonus From Amygold01","2024-09-16 13:34:28"
1306,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-16 13:34:28"
1307,Kemsy,EARNING,Cash,52.5,"Indirect Referral Bonus From Amygold01","2024-09-16 13:34:28"
1308,Nwokejiezi,EARNING,Cash,315,"Indirect Referral Bonus From Amygold01","2024-09-16 13:34:28"
1309,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-16 13:30:50"
1310,Kemsy,EARNING,Cash,105,"Indirect Referral Bonus From Amygold","2024-09-16 13:30:50"
1311,Worldbest,EARNING,Cash,630,"Indirect Referral Bonus From Amygold","2024-09-16 13:30:50"
1312,BCM3,EARNING,Cash,52.5,"Indirect Referral Bonus From Amygold","2024-09-16 13:30:50"
1313,Worldbest,EARNING,Cash,315,"Indirect Referral Bonus From Amygold","2024-09-16 13:30:50"
1314,BCM1,EARNING,Cash,52.5,"Indirect Referral Bonus From Amygold","2024-09-16 13:30:50"
1315,BCM03,EARNING,Cash,210,"Indirect Referral Bonus From Amygold","2024-09-16 13:30:50"
1316,Worldbest,EARNING,Cash,3675,"Direct Referral Bonus From Amygold","2024-09-16 13:30:50"
1317,Toomuchdollar,EARNING,Cash,2450,"Direct Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1318,BCM03,EARNING,Cash,35,"Indirect Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1319,SuccessQueen,EARNING,Cash,35,"Indirect Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1320,Toomuchdollar,EARNING,Cash,350,"Indirect Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1321,Zichyzillion,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-15 19:04:58"
1322,Flourishoasis,EARNING,Cash,35,"Indirect Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1323,Ifyjohnson,EARNING,Cash,210,"Indirect Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1324,Worldbest,EARNING,Cash,35,"Indirect Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1325,Hamittex,EARNING,Cash,140,"Indirect Referral Bonus From Sarah2020","2024-09-15 19:04:58"
1326,Omecubulor03,EARNING,Cash,525,"Indirect Referral Bonus From Chukwuanigam03","2024-09-15 18:25:23"
1327,Omecubulor,EARNING,Cash,350,"Indirect Referral Bonus From Chukwuanigam03","2024-09-15 18:25:23"
1328,Chukwuanigam,EARNING,Cash,6125,"Direct Referral Bonus From Chukwuanigam03","2024-09-15 18:25:23"
1329,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-15 18:25:23"
1330,Chukwuanigam,EARNING,Cash,875,"Indirect Referral Bonus From Chukwuanigam03","2024-09-15 18:25:23"
1331,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-15 18:20:13"
1332,Chukwuanigam,EARNING,Cash,875,"Indirect Referral Bonus From Chukwuanigam02","2024-09-15 18:20:13"
1333,Omecubulor03,EARNING,Cash,525,"Indirect Referral Bonus From Chukwuanigam02","2024-09-15 18:20:13"
1334,Omecubulor,EARNING,Cash,350,"Indirect Referral Bonus From Chukwuanigam02","2024-09-15 18:20:13"
1335,Chukwuanigam,EARNING,Cash,6125,"Direct Referral Bonus From Chukwuanigam02","2024-09-15 18:20:13"
1336,SuccessQueen,EARNING,Cash,7000,"Team Bonus Earnings From Level 12 - Chukwuanigam02","2024-09-15 18:19:31"
1337,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-15 17:17:08"
1338,Omecubulor02,EARNING,Cash,375,"Indirect Referral Bonus From BENFATHER","2024-09-15 17:17:08"
1339,Omecubulor,EARNING,Cash,225,"Indirect Referral Bonus From BENFATHER","2024-09-15 17:17:08"
1340,Juseleice,EARNING,Cash,150,"Indirect Referral Bonus From BENFATHER","2024-09-15 17:17:08"
1341,Omecubulor02,EARNING,Cash,2625,"Direct Referral Bonus From BENFATHER","2024-09-15 17:17:08"
1342,Juseleice,EARNING,Cash,150,"Indirect Referral Bonus From Okerecc","2024-09-15 17:14:59"
1343,Omecubulor02,EARNING,Cash,2625,"Direct Referral Bonus From Okerecc","2024-09-15 17:14:59"
1344,Worldbest,EARNING,Cash,5000,"Stockist Registration Commission","2024-09-15 17:14:59"
1345,Omecubulor02,EARNING,Cash,375,"Indirect Referral Bonus From Okerecc","2024-09-15 17:14:59"
1346,Omecubulor,EARNING,Cash,225,"Indirect Referral Bonus From Okerecc","2024-09-15 17:14:59"
1347,SuccessQueen,EARNING,Cash,5000,"Team Bonus Earnings From Level 11 - Okerecc","2024-09-15 17:14:15"
1348,Omecubulor,EARNING,Cash,5000,"Team Bonus Earnings From Level 2 - Okerecc","2024-09-15 17:14:08"
1349,BCM1,EARNING,Cash,100,"Indirect Referral Bonus From INICHRIST","2024-09-15 16:10:44"
1350,BossLady,EARNING,Cash,400,"Indirect Referral Bonus From INICHRIST","2024-09-15 16:10:44"
1351,BossLady,EARNING,Cash,7000,"Direct Referral Bonus From INICHRIST","2024-09-15 16:10:44"
1352,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-15 16:10:44"
1353,BCM01,EARNING,Cash,200,"Indirect Referral Bonus From INICHRIST","2024-09-15 16:10:44"
1354,BossLady,EARNING,Cash,1200,"Indirect Referral Bonus From INICHRIST","2024-09-15 16:10:44"
1355,BCM3,EARNING,Cash,100,"Indirect Referral Bonus From INICHRIST","2024-09-15 16:10:44"
1356,AUSTINLAHOR,EARNING,Cash,600,"Indirect Referral Bonus From INICHRIST","2024-09-15 16:10:44"
1357,BossLady,EARNING,Cash,21000,"Direct Referral Bonus From PrettyKatie","2024-09-15 15:57:02"
1358,BCM3,EARNING,Cash,600,"Indirect Referral Bonus From PrettyKatie","2024-09-15 15:57:02"
1359,BossLady,EARNING,Cash,3600,"Indirect Referral Bonus From PrettyKatie","2024-09-15 15:57:02"
1360,BCM1,EARNING,Cash,300,"Indirect Referral Bonus From PrettyKatie","2024-09-15 15:57:02"
1361,BossLady,EARNING,Cash,1800,"Indirect Referral Bonus From PrettyKatie","2024-09-15 15:57:02"
1362,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-15 15:57:02"
1363,BCM01,EARNING,Cash,1200,"Indirect Referral Bonus From PrettyKatie","2024-09-15 15:57:02"
1364,BossLady,EARNING,Cash,25000,"Team Bonus Earnings From Level 2 - PrettyKatie","2024-09-15 15:56:40"
1365,BCM1,EARNING,Cash,97.5,"Indirect Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1366,BossLady,EARNING,Cash,195,"Indirect Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1367,BossLady,EARNING,Cash,1170,"Indirect Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1368,AUSTINLAHOR,EARNING,Cash,3000,"Stockist Registration Commission","2024-09-15 15:11:29"
1369,BCM01,EARNING,Cash,97.5,"Indirect Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1370,PrettyKatie,EARNING,Cash,585,"Indirect Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1371,BCM3,EARNING,Cash,97.5,"Indirect Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1372,AUSTINLAHOR,EARNING,Cash,390,"Indirect Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1373,BossLady,EARNING,Cash,6825,"Direct Referral Bonus From ASIBEE","2024-09-15 15:11:29"
1374,Sandiphina2,EARNING,Cash,140,"Indirect Referral Bonus From AmazingLady","2024-09-15 15:04:59"
